Year,EndDate,day.of.year,Station,Net,Species,totcount,LG,Morts
2010,8/9/2010,221,220,220E,ARCS,4,1,NA
2010,8/9/2010,221,220,220E,ARCS,1,2,NA
2010,8/9/2010,221,220,220E,ARCS,2,3,NA
2010,8/9/2010,221,220,220E,ARFL,3,NA,NA
2010,8/9/2010,221,220,220E,BDWF,1,3,NA
2010,8/9/2010,221,220,220E,FHSC,13,NA,NA
2010,8/9/2010,221,220,220E,HBWF,2,NA,NA
2010,8/9/2010,221,220,220E,LSCS,13,2,NA
2010,8/9/2010,221,220,220W,ARCS,2,2,NA
2010,8/9/2010,221,220,220W,ARCS,1,3,NA
2010,8/9/2010,221,220,220W,ARFL,8,NA,NA
2010,8/9/2010,221,220,220W,BDWF,1,3,NA
2010,8/9/2010,221,220,220W,FHSC,9,NA,NA
2010,8/9/2010,221,220,220W,HBWF,2,NA,NA
2010,8/9/2010,221,220,220W,LSCS,5,2,NA
2010,8/9/2010,221,220,220W,PINK,1,NA,NA
2010,8/9/2010,221,230,230N,ARFL,1,NA,NA
2010,8/9/2010,221,230,230N,FHSC,5,NA,NA
2010,8/9/2010,221,230,230S,ARCS,2,1,NA
2010,8/9/2010,221,230,230S,ARCS,1,2,NA
2010,8/9/2010,221,230,230S,ARCS,2,3,NA
2010,8/9/2010,221,230,230S,ARFL,3,NA,NA
2010,8/9/2010,221,230,230S,BDWF,3,1,NA
2010,8/9/2010,221,230,230S,BDWF,5,2,NA
2010,8/9/2010,221,230,230S,BDWF,1,3,NA
2010,8/9/2010,221,230,230S,FHSC,32,NA,NA
2010,8/9/2010,221,230,230S,LSCS,1,2,NA
2010,8/10/2010,222,218,218E,ARCS,1,3,NA
2010,8/10/2010,222,218,218E,ARFL,1,NA,NA
2010,8/10/2010,222,218,218E,BDWF,1,1,NA
2010,8/10/2010,222,218,218E,FHSC,4,NA,NA
2010,8/10/2010,222,218,218E,LSCS,1,1,NA
2010,8/10/2010,222,218,218E,LSCS,11,2,NA
2010,8/10/2010,222,218,218E,RBSM,2,NA,NA
2010,8/10/2010,222,218,218E,SFCD,3,NA,NA
2010,8/10/2010,222,218,218W,ARCS,2,1,NA
2010,8/10/2010,222,218,218W,ARFL,9,NA,NA
2010,8/10/2010,222,218,218W,BDWF,1,1,NA
2010,8/10/2010,222,218,218W,BDWF,1,3,NA
2010,8/10/2010,222,218,218W,FHSC,11,NA,NA
2010,8/10/2010,222,218,218W,LSCS,3,2,NA
2010,8/10/2010,222,218,218W,SFCD,3,NA,NA
2010,8/10/2010,222,220,220E,ARCS,2,1,NA
2010,8/10/2010,222,220,220E,ARCS,2,2,NA
2010,8/10/2010,222,220,220E,ARCS,5,3,NA
2010,8/10/2010,222,220,220E,ARFL,1,NA,NA
2010,8/10/2010,222,220,220E,BDWF,1,2,NA
2010,8/10/2010,222,220,220E,BDWF,1,3,NA
2010,8/10/2010,222,220,220E,DLVN,1,2,NA
2010,8/10/2010,222,220,220E,FHSC,7,NA,NA
2010,8/10/2010,222,220,220E,HBWF,2,NA,NA
2010,8/10/2010,222,220,220E,LSCS,17,2,NA
2010,8/10/2010,222,220,220E,SFCD,1,NA,NA
2010,8/10/2010,222,220,220W,ARCS,1,2,NA
2010,8/10/2010,222,220,220W,ARCS,1,3,NA
2010,8/10/2010,222,220,220W,ARFL,2,NA,NA
2010,8/10/2010,222,220,220W,BDWF,1,2,NA
2010,8/10/2010,222,220,220W,FHSC,6,NA,NA
2010,8/10/2010,222,220,220W,LSCS,4,2,NA
2010,8/10/2010,222,230,230N,ARCS,1,1,NA
2010,8/10/2010,222,230,230N,ARFL,1,NA,NA
2010,8/10/2010,222,230,230N,BDWF,10,2,NA
2010,8/10/2010,222,230,230N,FHSC,7,NA,NA
2010,8/10/2010,222,230,230N,HBWF,1,NA,NA
2010,8/10/2010,222,230,230N,LSCS,1,2,NA
2010,8/10/2010,222,230,230S,ARCS,17,1,NA
2010,8/10/2010,222,230,230S,ARCS,7,2,NA
2010,8/10/2010,222,230,230S,ARCS,6,3,NA
2010,8/10/2010,222,230,230S,ARFL,2,NA,NA
2010,8/10/2010,222,230,230S,BDWF,4,1,NA
2010,8/10/2010,222,230,230S,BDWF,84,2,NA
2010,8/10/2010,222,230,230S,BDWF,7,3,NA
2010,8/10/2010,222,230,230S,DLVN,1,1,NA
2010,8/10/2010,222,230,230S,DLVN,3,2,NA
2010,8/10/2010,222,230,230S,FHSC,13,NA,NA
2010,8/10/2010,222,230,230S,HBWF,1,NA,NA
2010,8/10/2010,222,230,230S,LSCS,6,1,NA
2010,8/10/2010,222,230,230S,LSCS,8,2,NA
2010,8/10/2010,222,230,230S,RBSM,2,NA,NA
2010,8/10/2010,222,230,230S,RDWF,2,NA,NA
2010,8/11/2010,223,218,218E,ARCS,3,3,NA
2010,8/11/2010,223,218,218E,ARFL,2,NA,NA
2010,8/11/2010,223,218,218E,BDWF,1,2,NA
2010,8/11/2010,223,218,218E,DLVN,1,1,NA
2010,8/11/2010,223,218,218E,FHSC,8,NA,NA
2010,8/11/2010,223,218,218E,HBWF,1,NA,NA
2010,8/11/2010,223,218,218E,LSCS,1,1,NA
2010,8/11/2010,223,218,218E,LSCS,17,2,NA
2010,8/11/2010,223,218,218W,ARCS,2,1,NA
2010,8/11/2010,223,218,218W,ARCS,2,2,NA
2010,8/11/2010,223,218,218W,ARFL,5,NA,NA
2010,8/11/2010,223,218,218W,BDWF,1,1,NA
2010,8/11/2010,223,218,218W,DLVN,2,1,NA
2010,8/11/2010,223,218,218W,FHSC,9,NA,NA
2010,8/11/2010,223,218,218W,HBWF,2,NA,NA
2010,8/11/2010,223,218,218W,LSCS,9,2,NA
2010,8/11/2010,223,218,218W,NNSB,1,NA,NA
2010,8/11/2010,223,220,220E,ARCS,1,1,NA
2010,8/11/2010,223,220,220E,ARCS,1,2,NA
2010,8/11/2010,223,220,220E,ARCS,5,3,NA
2010,8/11/2010,223,220,220E,BDWF,3,3,NA
2010,8/11/2010,223,220,220E,CAPE,1,NA,NA
2010,8/11/2010,223,220,220E,FHSC,6,NA,NA
2010,8/11/2010,223,220,220E,HBWF,5,NA,NA
2010,8/11/2010,223,220,220E,LSCS,30,2,NA
2010,8/11/2010,223,220,220W,ARCD,1,NA,NA
2010,8/11/2010,223,220,220W,ARCS,1,3,NA
2010,8/11/2010,223,220,220W,ARFL,1,NA,NA
2010,8/11/2010,223,220,220W,BDWF,1,1,NA
2010,8/11/2010,223,220,220W,DLVN,1,1,NA
2010,8/11/2010,223,220,220W,DLVN,4,2,NA
2010,8/11/2010,223,220,220W,FHSC,2,NA,NA
2010,8/11/2010,223,220,220W,HBWF,2,NA,NA
2010,8/11/2010,223,220,220W,LSCS,1,1,NA
2010,8/11/2010,223,220,220W,LSCS,5,2,NA
2010,8/11/2010,223,220,220W,SFCD,2,NA,NA
2010,8/11/2010,223,230,230N,ARCS,6,1,NA
2010,8/11/2010,223,230,230N,ARCS,2,2,NA
2010,8/11/2010,223,230,230N,ARCS,2,3,NA
2010,8/11/2010,223,230,230N,ARFL,1,NA,NA
2010,8/11/2010,223,230,230N,BDWF,1,1,NA
2010,8/11/2010,223,230,230N,BDWF,4,2,NA
2010,8/11/2010,223,230,230N,BDWF,2,3,NA
2010,8/11/2010,223,230,230N,FHSC,4,NA,NA
2010,8/11/2010,223,230,230N,LSCS,1,1,NA
2010,8/11/2010,223,230,230N,LSCS,2,2,NA
2010,8/11/2010,223,230,230N,RBSM,2,NA,NA
2010,8/11/2010,223,230,230N,RDWF,1,NA,NA
2010,8/11/2010,223,230,230S,ARCS,25,1,NA
2010,8/11/2010,223,230,230S,ARCS,7,2,NA
2010,8/11/2010,223,230,230S,ARCS,14,3,NA
2010,8/11/2010,223,230,230S,ARFL,5,NA,NA
2010,8/11/2010,223,230,230S,BDWF,3,1,NA
2010,8/11/2010,223,230,230S,BDWF,53,2,NA
2010,8/11/2010,223,230,230S,BDWF,13,3,NA
2010,8/11/2010,223,230,230S,DLVN,4,1,NA
2010,8/11/2010,223,230,230S,DLVN,1,2,NA
2010,8/11/2010,223,230,230S,FHSC,11,NA,NA
2010,8/11/2010,223,230,230S,LSCS,8,1,NA
2010,8/11/2010,223,230,230S,LSCS,12,2,NA
2010,8/11/2010,223,230,230S,PINK,1,NA,NA
2010,8/11/2010,223,230,230S,RBSM,1,NA,NA
2010,8/11/2010,223,230,230S,SFCD,1,NA,NA
2010,8/12/2010,224,214,214E,ARCS,4,1,NA
2010,8/12/2010,224,214,214E,ARCS,4,2,NA
2010,8/12/2010,224,214,214E,ARCS,4,3,NA
2010,8/12/2010,224,214,214E,ARFL,2,NA,NA
2010,8/12/2010,224,214,214E,BDWF,7,1,NA
2010,8/12/2010,224,214,214E,BDWF,2,2,NA
2010,8/12/2010,224,214,214E,BDWF,1,3,NA
2010,8/12/2010,224,214,214E,DLVN,2,1,NA
2010,8/12/2010,224,214,214E,DLVN,4,2,NA
2010,8/12/2010,224,214,214E,FHSC,7,NA,NA
2010,8/12/2010,224,214,214E,HBWF,1,NA,NA
2010,8/12/2010,224,214,214E,LSCS,2,1,NA
2010,8/12/2010,224,214,214E,LSCS,9,2,NA
2010,8/12/2010,224,214,214E,NNSB,1,NA,NA
2010,8/12/2010,224,214,214E,RBSM,1,NA,NA
2010,8/12/2010,224,214,214W,ARCS,8,1,NA
2010,8/12/2010,224,214,214W,ARCS,1,2,NA
2010,8/12/2010,224,214,214W,ARCS,1,3,NA
2010,8/12/2010,224,214,214W,ARFL,10,NA,NA
2010,8/12/2010,224,214,214W,BDWF,4,1,NA
2010,8/12/2010,224,214,214W,BDWF,2,2,NA
2010,8/12/2010,224,214,214W,BDWF,18,3,NA
2010,8/12/2010,224,214,214W,DLVN,7,1,NA
2010,8/12/2010,224,214,214W,DLVN,36,2,NA
2010,8/12/2010,224,214,214W,FHSC,6,NA,NA
2010,8/12/2010,224,214,214W,HBWF,4,NA,NA
2010,8/12/2010,224,214,214W,LSCS,17,2,NA
2010,8/12/2010,224,214,214W,RBSM,1,NA,NA
2010,8/12/2010,224,214,214W,RDWF,1,NA,NA
2010,8/12/2010,224,218,218E,ARCD,3,NA,NA
2010,8/12/2010,224,218,218E,ARCS,2,1,NA
2010,8/12/2010,224,218,218E,ARCS,3,2,NA
2010,8/12/2010,224,218,218E,ARCS,3,3,NA
2010,8/12/2010,224,218,218E,ARFL,8,NA,NA
2010,8/12/2010,224,218,218E,DLVN,2,2,NA
2010,8/12/2010,224,218,218E,FHSC,10,NA,NA
2010,8/12/2010,224,218,218E,HBWF,2,NA,NA
2010,8/12/2010,224,218,218E,LSCS,6,2,NA
2010,8/12/2010,224,218,218E,SFCD,2,NA,NA
2010,8/12/2010,224,218,218W,ARCS,3,1,NA
2010,8/12/2010,224,218,218W,ARCS,4,2,NA
2010,8/12/2010,224,218,218W,ARFL,20,NA,NA
2010,8/12/2010,224,218,218W,FHSC,7,NA,NA
2010,8/12/2010,224,218,218W,HBWF,1,NA,NA
2010,8/12/2010,224,218,218W,LSCS,8,2,NA
2010,8/12/2010,224,218,218W,RBSM,1,NA,NA
2010,8/12/2010,224,220,220E,ARCD,9,NA,NA
2010,8/12/2010,224,220,220E,ARCS,7,1,NA
2010,8/12/2010,224,220,220E,ARCS,4,2,NA
2010,8/12/2010,224,220,220E,ARCS,5,3,NA
2010,8/12/2010,224,220,220E,ARFL,1,NA,NA
2010,8/12/2010,224,220,220E,BDWF,1,3,NA
2010,8/12/2010,224,220,220E,BRCS,1,NA,NA
2010,8/12/2010,224,220,220E,DLVN,1,1,NA
2010,8/12/2010,224,220,220E,DLVN,3,2,NA
2010,8/12/2010,224,220,220E,FHSC,6,NA,NA
2010,8/12/2010,224,220,220E,HBWF,13,NA,NA
2010,8/12/2010,224,220,220E,LSCS,39,2,NA
2010,8/12/2010,224,220,220E,SFCD,2,NA,NA
2010,8/12/2010,224,220,220E,THSB,1,NA,NA
2010,8/12/2010,224,220,220W,ARCD,4,NA,NA
2010,8/12/2010,224,220,220W,ARCS,1,1,NA
2010,8/12/2010,224,220,220W,ARCS,2,2,NA
2010,8/12/2010,224,220,220W,ARCS,1,3,NA
2010,8/12/2010,224,220,220W,ARFL,2,NA,NA
2010,8/12/2010,224,220,220W,BDWF,3,3,NA
2010,8/12/2010,224,220,220W,DLVN,1,1,NA
2010,8/12/2010,224,220,220W,DLVN,9,2,NA
2010,8/12/2010,224,220,220W,FHSC,8,NA,NA
2010,8/12/2010,224,220,220W,HBWF,1,NA,NA
2010,8/12/2010,224,220,220W,LSCS,6,2,NA
2010,8/12/2010,224,220,220W,PINK,1,NA,NA
2010,8/12/2010,224,220,220W,SFCD,6,NA,NA
2010,8/12/2010,224,230,230N,BDWF,1,1,NA
2010,8/12/2010,224,230,230N,BDWF,4,2,NA
2010,8/12/2010,224,230,230N,FHSC,7,NA,NA
2010,8/12/2010,224,230,230N,LSCS,2,1,NA
2010,8/12/2010,224,230,230N,LSCS,1,2,NA
2010,8/12/2010,224,230,230N,NNSB,1,NA,NA
2010,8/12/2010,224,230,230N,RBSM,1,NA,NA
2010,8/12/2010,224,230,230S,ARCS,4,1,NA
2010,8/12/2010,224,230,230S,ARCS,2,2,NA
2010,8/12/2010,224,230,230S,ARCS,3,3,NA
2010,8/12/2010,224,230,230S,ARFL,8,NA,NA
2010,8/12/2010,224,230,230S,BDWF,1,1,NA
2010,8/12/2010,224,230,230S,BDWF,18,2,NA
2010,8/12/2010,224,230,230S,BDWF,3,3,NA
2010,8/12/2010,224,230,230S,DLVN,1,1,NA
2010,8/12/2010,224,230,230S,FHSC,5,NA,NA
2010,8/12/2010,224,230,230S,LSCS,2,1,NA
2010,8/12/2010,224,230,230S,LSCS,4,2,NA
2010,8/12/2010,224,230,230S,RBSM,5,NA,NA
2010,8/12/2010,224,230,230S,RDWF,1,NA,NA
2010,8/13/2010,225,214,214E,ARCD,8,NA,NA
2010,8/13/2010,225,214,214E,ARCS,20,1,NA
2010,8/13/2010,225,214,214E,ARCS,30,2,NA
2010,8/13/2010,225,214,214E,ARCS,4,3,NA
2010,8/13/2010,225,214,214E,ARFL,22,NA,NA
2010,8/13/2010,225,214,214E,BDWF,8,1,NA
2010,8/13/2010,225,214,214E,BDWF,22,2,NA
2010,8/13/2010,225,214,214E,DLVN,3,1,NA
2010,8/13/2010,225,214,214E,DLVN,2,2,NA
2010,8/13/2010,225,214,214E,FHSC,27,NA,NA
2010,8/13/2010,225,214,214E,LSCS,12,1,NA
2010,8/13/2010,225,214,214E,LSCS,50,2,NA
2010,8/13/2010,225,214,214E,RBSM,14,NA,NA
2010,8/13/2010,225,214,214E,SFCD,3,NA,NA
2010,8/13/2010,225,214,214W,ARCD,13,NA,NA
2010,8/13/2010,225,214,214W,ARCS,40,1,NA
2010,8/13/2010,225,214,214W,ARCS,66,2,NA
2010,8/13/2010,225,214,214W,ARCS,3,3,NA
2010,8/13/2010,225,214,214W,ARFL,142,NA,NA
2010,8/13/2010,225,214,214W,BDWF,4,1,NA
2010,8/13/2010,225,214,214W,BDWF,37,2,NA
2010,8/13/2010,225,214,214W,BDWF,7,3,NA
2010,8/13/2010,225,214,214W,DLVN,2,1,NA
2010,8/13/2010,225,214,214W,DLVN,15,2,NA
2010,8/13/2010,225,214,214W,FHSC,62,NA,NA
2010,8/13/2010,225,214,214W,LSCS,8,1,NA
2010,8/13/2010,225,214,214W,LSCS,22,2,NA
2010,8/13/2010,225,214,214W,RBSM,55,NA,NA
2010,8/13/2010,225,214,214W,SFCD,9,NA,NA
2010,8/13/2010,225,214,214W,THSB,1,NA,NA
2010,8/13/2010,225,218,218E,ARCD,5,NA,NA
2010,8/13/2010,225,218,218E,ARCS,3,1,NA
2010,8/13/2010,225,218,218E,ARCS,7,2,NA
2010,8/13/2010,225,218,218E,ARCS,6,3,NA
2010,8/13/2010,225,218,218E,ARFL,6,NA,NA
2010,8/13/2010,225,218,218E,BDWF,1,2,NA
2010,8/13/2010,225,218,218E,FHSC,7,NA,NA
2010,8/13/2010,225,218,218E,LSCS,3,1,NA
2010,8/13/2010,225,218,218E,LSCS,14,2,NA
2010,8/13/2010,225,218,218E,RBSM,6,NA,NA
2010,8/13/2010,225,218,218E,SFCD,4,NA,NA
2010,8/13/2010,225,218,218W,ARCD,2,NA,NA
2010,8/13/2010,225,218,218W,ARCS,2,1,NA
2010,8/13/2010,225,218,218W,ARCS,20,2,NA
2010,8/13/2010,225,218,218W,ARCS,5,3,NA
2010,8/13/2010,225,218,218W,ARFL,194,NA,NA
2010,8/13/2010,225,218,218W,BDWF,1,2,NA
2010,8/13/2010,225,218,218W,BDWF,1,3,NA
2010,8/13/2010,225,218,218W,FHSC,61,NA,NA
2010,8/13/2010,225,218,218W,HBWF,1,NA,NA
2010,8/13/2010,225,218,218W,PCHG,1,NA,NA
2010,8/13/2010,225,218,218W,LSCS,2,1,NA
2010,8/13/2010,225,218,218W,LSCS,7,2,NA
2010,8/13/2010,225,218,218W,RBSM,3,NA,NA
2010,8/13/2010,225,218,218W,SFCD,15,NA,NA
2010,8/13/2010,225,220,220E,ARCD,34,NA,NA
2010,8/13/2010,225,220,220E,ARCS,20,1,NA
2010,8/13/2010,225,220,220E,ARCS,72,2,NA
2010,8/13/2010,225,220,220E,ARCS,33,3,NA
2010,8/13/2010,225,220,220E,ARFL,11,NA,NA
2010,8/13/2010,225,220,220E,BDWF,1,1,NA
2010,8/13/2010,225,220,220E,BDWF,7,2,NA
2010,8/13/2010,225,220,220E,BDWF,1,3,NA
2010,8/13/2010,225,220,220E,DLVN,3,1,NA
2010,8/13/2010,225,220,220E,DLVN,1,2,NA
2010,8/13/2010,225,220,220E,FHSC,17,NA,NA
2010,8/13/2010,225,220,220E,HBWF,7,NA,NA
2010,8/13/2010,225,220,220E,LSCS,18,1,NA
2010,8/13/2010,225,220,220E,LSCS,15,2,NA
2010,8/13/2010,225,220,220E,RBSM,11,NA,NA
2010,8/13/2010,225,220,220E,SFCD,1,NA,NA
2010,8/13/2010,225,220,220E,THSB,1,NA,NA
2010,8/13/2010,225,220,220W,ARCD,26,NA,NA
2010,8/13/2010,225,220,220W,ARCS,16,1,NA
2010,8/13/2010,225,220,220W,ARCS,31,2,NA
2010,8/13/2010,225,220,220W,ARCS,6,3,NA
2010,8/13/2010,225,220,220W,ARFL,15,NA,NA
2010,8/13/2010,225,220,220W,BDWF,7,2,NA
2010,8/13/2010,225,220,220W,DLVN,3,1,NA
2010,8/13/2010,225,220,220W,DLVN,6,2,NA
2010,8/13/2010,225,220,220W,FHSC,43,NA,NA
2010,8/13/2010,225,220,220W,LSCS,7,1,NA
2010,8/13/2010,225,220,220W,LSCS,6,2,NA
2010,8/13/2010,225,220,220W,RBSM,8,NA,NA
2010,8/13/2010,225,220,220W,SFCD,3,NA,NA
2010,8/13/2010,225,230,230N,ARCS,2,1,NA
2010,8/13/2010,225,230,230N,ARCS,4,2,NA
2010,8/13/2010,225,230,230N,ARFL,7,NA,NA
2010,8/13/2010,225,230,230N,BDWF,2,1,NA
2010,8/13/2010,225,230,230N,BDWF,7,2,NA
2010,8/13/2010,225,230,230N,FHSC,12,NA,NA
2010,8/13/2010,225,230,230N,RDWF,2,NA,NA
2010,8/13/2010,225,230,230S,ARCS,20,1,NA
2010,8/13/2010,225,230,230S,ARCS,16,2,NA
2010,8/13/2010,225,230,230S,ARCS,2,3,NA
2010,8/13/2010,225,230,230S,ARFL,23,NA,NA
2010,8/13/2010,225,230,230S,BDWF,7,1,NA
2010,8/13/2010,225,230,230S,BDWF,28,2,NA
2010,8/13/2010,225,230,230S,BDWF,4,3,NA
2010,8/13/2010,225,230,230S,DLVN,2,1,NA
2010,8/13/2010,225,230,230S,DLVN,4,2,NA
2010,8/13/2010,225,230,230S,FHSC,18,NA,NA
2010,8/13/2010,225,230,230S,GRAY,4,NA,NA
2010,8/13/2010,225,230,230S,HBWF,1,NA,NA
2010,8/13/2010,225,230,230S,LSCS,12,1,NA
2010,8/13/2010,225,230,230S,LSCS,5,2,NA
2010,8/13/2010,225,230,230S,RBSM,2,NA,NA
2010,8/13/2010,225,230,230S,RDWF,6,NA,NA
2010,8/13/2010,225,230,230S,SFCD,4,NA,NA
2010,8/14/2010,226,214,214E,ARCD,6,NA,NA
2010,8/14/2010,226,214,214E,ARCS,12,1,NA
2010,8/14/2010,226,214,214E,ARCS,43,2,NA
2010,8/14/2010,226,214,214E,ARFL,24,NA,NA
2010,8/14/2010,226,214,214E,BDWF,2,1,NA
2010,8/14/2010,226,214,214E,BDWF,23,2,NA
2010,8/14/2010,226,214,214E,DLVN,1,1,NA
2010,8/14/2010,226,214,214E,FHSC,30,NA,NA
2010,8/14/2010,226,214,214E,LSCS,19,1,NA
2010,8/14/2010,226,214,214E,LSCS,7,2,NA
2010,8/14/2010,226,214,214E,RBSM,10,NA,NA
2010,8/14/2010,226,214,214E,SFCD,2,NA,NA
2010,8/14/2010,226,214,214W,ARCS,75,1,NA
2010,8/14/2010,226,214,214W,ARCS,121,2,NA
2010,8/14/2010,226,214,214W,ARCS,1,3,NA
2010,8/14/2010,226,214,214W,ARFL,134,NA,NA
2010,8/14/2010,226,214,214W,BDWF,8,1,NA
2010,8/14/2010,226,214,214W,BDWF,61,2,NA
2010,8/14/2010,226,214,214W,BDWF,3,3,NA
2010,8/14/2010,226,214,214W,DLVN,5,1,NA
2010,8/14/2010,226,214,214W,DLVN,4,2,NA
2010,8/14/2010,226,214,214W,FHSC,51,NA,NA
2010,8/14/2010,226,214,214W,HBWF,1,NA,NA
2010,8/14/2010,226,214,214W,LSCS,23,1,NA
2010,8/14/2010,226,214,214W,LSCS,12,2,NA
2010,8/14/2010,226,214,214W,RBSM,161,NA,NA
2010,8/14/2010,226,214,214W,SFCD,5,NA,NA
2010,8/14/2010,226,218,218E,ARCD,1,NA,NA
2010,8/14/2010,226,218,218E,ARCS,5,2,NA
2010,8/14/2010,226,218,218E,ARCS,1,3,NA
2010,8/14/2010,226,218,218E,ARFL,4,NA,NA
2010,8/14/2010,226,218,218E,BDWF,9,3,NA
2010,8/14/2010,226,218,218E,DLVN,1,1,NA
2010,8/14/2010,226,218,218E,DLVN,1,2,NA
2010,8/14/2010,226,218,218E,FHSC,10,NA,NA
2010,8/14/2010,226,218,218E,HBWF,23,NA,NA
2010,8/14/2010,226,218,218E,LSCS,16,2,NA
2010,8/14/2010,226,218,218E,RBSM,7,NA,NA
2010,8/14/2010,226,218,218W,ARCS,12,2,NA
2010,8/14/2010,226,218,218W,ARCS,2,3,NA
2010,8/14/2010,226,218,218W,ARFL,204,NA,NA
2010,8/14/2010,226,218,218W,BDWF,1,3,NA
2010,8/14/2010,226,218,218W,FHSC,76,NA,NA
2010,8/14/2010,226,218,218W,HBWF,2,NA,NA
2010,8/14/2010,226,218,218W,LSCS,7,1,NA
2010,8/14/2010,226,218,218W,LSCS,20,2,NA
2010,8/14/2010,226,218,218W,PINK,1,NA,NA
2010,8/14/2010,226,218,218W,SFCD,4,NA,NA
2010,8/14/2010,226,220,220E,ARCD,7,NA,NA
2010,8/14/2010,226,220,220E,ARCS,4,1,NA
2010,8/14/2010,226,220,220E,ARCS,22,2,NA
2010,8/14/2010,226,220,220E,ARCS,5,3,NA
2010,8/14/2010,226,220,220E,ARFL,8,NA,NA
2010,8/14/2010,226,220,220E,DLVN,2,1,NA
2010,8/14/2010,226,220,220E,DLVN,1,2,NA
2010,8/14/2010,226,220,220E,FHSC,20,NA,NA
2010,8/14/2010,226,220,220E,LSCS,2,1,NA
2010,8/14/2010,226,220,220E,LSCS,7,2,NA
2010,8/14/2010,226,220,220E,RBSM,1,NA,NA
2010,8/14/2010,226,220,220W,ARCS,1,1,NA
2010,8/14/2010,226,220,220W,ARCS,12,2,NA
2010,8/14/2010,226,220,220W,ARCS,4,3,NA
2010,8/14/2010,226,220,220W,ARFL,14,NA,NA
2010,8/14/2010,226,220,220W,BDWF,4,2,NA
2010,8/14/2010,226,220,220W,DLVN,1,1,NA
2010,8/14/2010,226,220,220W,FHSC,23,NA,NA
2010,8/14/2010,226,220,220W,LSCS,5,2,NA
2010,8/14/2010,226,220,220W,RBSM,9,NA,NA
2010,8/14/2010,226,230,230N,ARCS,1,1,NA
2010,8/14/2010,226,230,230N,ARFL,10,NA,NA
2010,8/14/2010,226,230,230N,FHSC,52,NA,NA
2010,8/14/2010,226,230,230N,LSCS,9,1,NA
2010,8/14/2010,226,230,230N,LSCS,4,2,NA
2010,8/14/2010,226,230,230S,ARCS,41,1,NA
2010,8/14/2010,226,230,230S,ARCS,23,2,NA
2010,8/14/2010,226,230,230S,ARFL,45,NA,NA
2010,8/14/2010,226,230,230S,BDWF,9,1,NA
2010,8/14/2010,226,230,230S,BDWF,99,2,NA
2010,8/14/2010,226,230,230S,BDWF,2,3,NA
2010,8/14/2010,226,230,230S,FHSC,44,NA,NA
2010,8/14/2010,226,230,230S,GRAY,5,NA,NA
2010,8/14/2010,226,230,230S,LSCS,11,1,NA
2010,8/14/2010,226,230,230S,LSCS,6,2,NA
2010,8/14/2010,226,230,230S,NNSB,1,NA,NA
2010,8/14/2010,226,230,230S,RBSM,3,NA,NA
2010,8/14/2010,226,230,230S,RDWF,3,NA,NA
2010,8/14/2010,226,230,230S,SFCD,1,NA,NA
2010,8/15/2010,227,218,218E,ARCD,10,NA,NA
2010,8/15/2010,227,218,218E,ARCS,11,1,NA
2010,8/15/2010,227,218,218E,ARCS,40,2,NA
2010,8/15/2010,227,218,218E,ARCS,4,3,NA
2010,8/15/2010,227,218,218E,ARFL,7,NA,NA
2010,8/15/2010,227,218,218E,BDWF,2,2,NA
2010,8/15/2010,227,218,218E,FHSC,25,NA,NA
2010,8/15/2010,227,218,218E,HBWF,1,NA,NA
2010,8/15/2010,227,218,218E,LSCS,52,1,NA
2010,8/15/2010,227,218,218E,LSCS,12,2,NA
2010,8/15/2010,227,218,218E,RBSM,4,NA,NA
2010,8/15/2010,227,218,218E,SFCD,47,NA,NA
2010,8/15/2010,227,218,218W,ARCS,3,1,NA
2010,8/15/2010,227,218,218W,ARCS,5,2,NA
2010,8/15/2010,227,218,218W,ARFL,47,NA,NA
2010,8/15/2010,227,218,218W,BDWF,1,2,NA
2010,8/15/2010,227,218,218W,FHSC,33,NA,NA
2010,8/15/2010,227,218,218W,LSCS,2,2,NA
2010,8/15/2010,227,218,218W,PINK,1,NA,NA
2010,8/15/2010,227,218,218W,RBSM,32,NA,NA
2010,8/15/2010,227,218,218W,SFCD,12,NA,NA
2010,8/15/2010,227,220,220E,ARCS,2,2,NA
2010,8/15/2010,227,220,220E,ARCS,2,3,NA
2010,8/15/2010,227,220,220E,ARFL,5,NA,NA
2010,8/15/2010,227,220,220E,DLVN,1,1,NA
2010,8/15/2010,227,220,220E,FHSC,12,NA,NA
2010,8/15/2010,227,220,220E,HBWF,18,NA,NA
2010,8/15/2010,227,220,220E,LSCS,5,1,NA
2010,8/15/2010,227,220,220E,LSCS,7,2,NA
2010,8/15/2010,227,220,220E,RBSM,1,NA,NA
2010,8/15/2010,227,220,220E,SFCD,1,NA,NA
2010,8/15/2010,227,220,220W,ARCS,1,1,NA
2010,8/15/2010,227,220,220W,ARCS,2,2,NA
2010,8/15/2010,227,220,220W,ARFL,4,NA,NA
2010,8/15/2010,227,220,220W,DLVN,1,1,NA
2010,8/15/2010,227,220,220W,DLVN,4,2,NA
2010,8/15/2010,227,220,220W,FHSC,13,NA,NA
2010,8/15/2010,227,220,220W,HBWF,2,NA,NA
2010,8/15/2010,227,220,220W,SFCD,4,NA,NA
2010,8/16/2010,228,218,218E,ARCD,5,NA,NA
2010,8/16/2010,228,218,218E,ARCS,3,1,NA
2010,8/16/2010,228,218,218E,ARCS,1,2,NA
2010,8/16/2010,228,218,218E,ARFL,9,NA,NA
